TimeOFCR2																		
Box1																		
Animal ID	cont7_SI																	
Group	control																	
User Name	user1																	
Exp. Date	1/18/2019																	
Start Time	16:52																	
Finish Time	16:54																	
Project Name	20150721SocialDefeat																	
Session Name	20190118-1																	
Parameters																		
lower threshould: 	0																	
upper threshould: 	190																	
rate(frame/sec): 	2																	
duration(sec): 	150																	
bin duration(sec): 	60																	
subject size - min(pixcels): 	50																	
subject size - max(pixcels): 	2000																	
width(cm):	40																	
moving criterion(cm/sec): 	3.0																	
erode 	ON																	
No of erode: 	1																	
dilate 	ON																	
No of dilate: 	1																	
Auto Start	OFF																	
Center Region %	36																	
Backgound Color:	White																	
Angle Margin(degree):	30																	
Reset distance(cm):	80																	
Reset immobility: time(sec)	5																	
ROI radius(cm):	5																	
Referece File:	20151226SD																	
ROI File:	20150721ROI3																	
parameterÅ@File:	20151227_2m30sSD																	
CDÅ@Writing 	CD Writing OFF																	
Slice	X	Y	AREA	Distance	Immobile(0 or1)	Block No	Center(0 or 1)	Rearing(0 or 1)	No Particle	EpisodeNo.	Immobile Time(s)	Distance	TurnType	alpha	how finished	SubROI1	SubROI2	SubROI3
1	88	80	975	0.00	1	7	1	0	 	0	0.00	0.00	 	0	 	0	0	0
2	93	69	1009	2.05	0	8	1	0	 	1	0.00	2.05		0	 	0	0	0
3	91	68	1012	0.24	1	7	1	0	 	1	0.50	2.30	d<1	-1	 	0	0	0
4	91	69	1010	0.20	1	7	1	0	 	1	1.00	2.50	d<1	-1	 	0	0	0
5	89	70	1012	0.33	1	7	1	0	 	1	1.50	2.83	d<1	-1	 	0	0	0
6	81	72	900	1.51	0	7	1	0	 	1	0.00	4.34	straight	174	 	0	0	0
7	76	65	971	1.52	0	7	1	0	 	1	0.00	5.86	obtuse right	108	 	0	0	0
8	86	67	937	1.79	0	7	1	0	 	1	0.00	7.66	obtuse right	42	 	0	0	0
9	86	65	934	0.33	1	7	1	0	 	1	0.50	7.99	d<1	-1	 	0	0	0
10	87	64	940	0.25	1	7	1	0	 	1	1.00	8.24	d<1	-1	 	0	0	0
11	86	65	906	0.23	1	7	1	0	 	1	1.50	8.47	d<1	-1	 	0	0	0
12	98	62	975	2.04	0	8	1	0	 	1	0.00	10.51	obtuse left	58	 	0	0	0
13	101	60	1007	0.65	1	8	1	0	 	1	0.50	11.16	straight	164	 	0	0	0
14	103	58	1008	0.48	1	8	1	0	 	1	1.00	11.63	d<1	-1	 	0	0	0
15	106	58	1018	0.58	1	8	1	0	 	1	1.50	12.21	obtuse right	149	 	0	0	0
16	102	59	968	0.72	1	8	1	0	 	1	2.00	12.93	sharp	6	 	0	0	0
17	98	62	957	0.77	1	8	1	0	 	1	2.50	13.70	straight	167	 	0	0	0
18	97	62	872	0.28	1	8	1	0	 	1	3.00	13.98	d<1	-1	 	0	0	0
