TimeOFCR2																		
Box1																		
Animal ID	MD2_SI																	
Group	MD																	
User Name	user1																	
Exp. Date	1/18/2019																	
Start Time	16:09																	
Finish Time	16:12																	
Project Name	20150721SocialDefeat																	
Session Name	20190118-1																	
Parameters																		
lower threshould: 	0																	
upper threshould: 	190																	
rate(frame/sec): 	2																	
duration(sec): 	150																	
bin duration(sec): 	60																	
subject size - min(pixcels): 	50																	
subject size - max(pixcels): 	2000																	
width(cm):	40																	
moving criterion(cm/sec): 	3.0																	
erode 	ON																	
No of erode: 	1																	
dilate 	ON																	
No of dilate: 	1																	
Auto Start	OFF																	
Center Region %	36																	
Backgound Color:	White																	
Angle Margin(degree):	30																	
Reset distance(cm):	80																	
Reset immobility: time(sec)	5																	
ROI radius(cm):	5																	
Referece File:	20151226SD																	
ROI File:	20150721ROI3																	
parameterÅ@File:	20151227_2m30sSD																	
CDÅ@Writing 	CD Writing OFF																	
Slice	X	Y	AREA	Distance	Immobile(0 or1)	Block No	Center(0 or 1)	Rearing(0 or 1)	No Particle	EpisodeNo.	Immobile Time(s)	Distance	TurnType	alpha	how finished	SubROI1	SubROI2	SubROI3
1	7	112	579	0.00	1	11	0	0	 	0	0.00	0.00	 	0	 	0	0	0
2	6	87	490	4.41	0	6	0	0	 	1	0.00	4.41		0	 	0	0	0
3	8	78	530	1.64	0	6	0	0	 	1	0.00	6.05	straight	169	 	0	0	0
4	9	79	518	0.20	1	6	0	0	 	1	0.50	6.24	d<1	-1	 	0	0	0
5	8	79	510	0.05	1	6	0	0	 	1	1.00	6.29	d<1	-1	 	0	0	0
6	16	86	579	1.82	0	6	0	0	 	1	0.00	8.11	obtuse left	114	S	0	0	0
7	21	98	637	2.31	0	11	0	0	 	2	0.00	2.31		0	 	0	0	0
8	30	109	636	2.42	0	11	0	0	 	2	0.00	4.73	straight	165	 	0	0	0
9	32	109	620	0.45	1	11	0	0	 	2	0.50	5.18	d<1	-1	 	0	0	0
10	33	109	647	0.22	1	11	0	0	 	2	1.00	5.40	d<1	-1	 	0	0	0
11	34	109	646	0.05	1	11	0	0	 	2	1.50	5.45	d<1	-1	 	0	0	0
12	34	110	659	0.05	1	11	0	0	 	2	2.00	5.50	d<1	-1	 	0	0	0
13	33	110	660	0.02	1	11	0	0	 	2	2.50	5.52	d<1	-1	 	0	0	0
14	33	109	666	0.05	1	11	0	0	 	2	3.00	5.56	d<1	-1	 	0	0	0
15	34	109	672	0.04	1	11	0	0	 	2	3.50	5.61	d<1	-1	 	0	0	0
16	34	110	676	0.10	1	11	0	0	 	2	4.00	5.70	d<1	-1	 	0	0	0
17	34	111	679	0.10	1	11	0	0	 	2	4.50	5.81	d<1	-1	 	0	0	0
18	34	111	677	0.03	1	11	0	0	 	2	5.00	5.84	d<1	-1	I	0	0	0
