TimeOFCR2																		
Box1																		
Animal ID	MD2_object																	
Group	MD																	
User Name	user1																	
Exp. Date	1/18/2019																	
Start Time	16:05																	
Finish Time	16:08																	
Project Name	20150721SocialDefeat																	
Session Name	20190118-1																	
Parameters																		
lower threshould: 	0																	
upper threshould: 	190																	
rate(frame/sec): 	2																	
duration(sec): 	150																	
bin duration(sec): 	60																	
subject size - min(pixcels): 	50																	
subject size - max(pixcels): 	2000																	
width(cm):	40																	
moving criterion(cm/sec): 	3.0																	
erode 	ON																	
No of erode: 	1																	
dilate 	ON																	
No of dilate: 	1																	
Auto Start	OFF																	
Center Region %	36																	
Backgound Color:	White																	
Angle Margin(degree):	30																	
Reset distance(cm):	80																	
Reset immobility: time(sec)	5																	
ROI radius(cm):	5																	
Referece File:	20151226SD																	
ROI File:	20150721ROI3																	
parameterÅ@File:	20151227_2m30sSD																	
CDÅ@Writing 	CD Writing OFF																	
Slice	X	Y	AREA	Distance	Immobile(0 or1)	Block No	Center(0 or 1)	Rearing(0 or 1)	No Particle	EpisodeNo.	Immobile Time(s)	Distance	TurnType	alpha	how finished	SubROI1	SubROI2	SubROI3
1	6	120	557	0.00	1	11	0	0	 	0	0.00	0.00	 	0	 	0	0	0
2	7	89	628	5.39	0	11	0	0	 	1	0.00	5.39		0	 	0	0	0
3	7	57	595	5.63	0	6	0	0	 	1	0.00	11.03	straight	180	 	1	0	0
4	7	38	570	3.27	0	1	0	0	 	1	0.00	14.29	straight	180	 	1	0	0
5	7	34	608	0.66	1	1	0	0	 	1	0.50	14.95	straight	176	 	1	0	0
6	7	33	587	0.26	1	1	0	0	 	1	1.00	15.22	d<1	-1	 	1	0	0
7	9	34	602	0.48	1	1	0	0	 	1	1.50	15.70	d<1	-1	 	1	0	0
8	23	24	710	3.16	0	1	0	0	 	1	0.00	18.86	obtuse left	105	 	1	0	0
9	38	22	767	2.52	0	1	0	0	 	1	0.00	21.37	straight	152	 	1	0	0
10	42	26	706	1.08	1	1	0	0	 	1	0.50	22.46	obtuse right	122	 	1	0	0
11	44	29	714	0.59	1	1	0	0	 	1	1.00	23.05	straight	180	 	1	0	0
12	48	23	682	1.22	1	2	0	0	 	1	1.50	24.27	obtuse left	78	 	1	0	0
13	51	23	715	0.49	1	2	0	0	 	1	2.00	24.76	d<1	-1	 	1	0	0
14	51	22	730	0.09	1	2	0	0	 	1	2.50	24.85	d<1	-1	 	1	0	0
15	50	22	719	0.18	1	2	0	0	 	1	3.00	25.02	d<1	-1	 	1	0	0
16	51	22	726	0.10	1	2	0	0	 	1	3.50	25.12	d<1	-1	 	1	0	0
17	51	22	742	0.15	1	2	0	0	 	1	4.00	25.27	d<1	-1	 	1	0	0
18	51	22	748	0.02	1	2	0	0	 	1	4.50	25.28	d<1	-1	 	1	0	0
