TimeOFCR2																		
Box1																		
Animal ID	MD9_SI																	
Group	SD																	
User Name	user1																	
Exp. Date	1/20/2019																	
Start Time	16:02																	
Finish Time	16:05																	
Project Name	20150721SocialDefeat																	
Session Name	20190120-2																	
Parameters																		
lower threshould: 	0																	
upper threshould: 	190																	
rate(frame/sec): 	2																	
duration(sec): 	150																	
bin duration(sec): 	60																	
subject size - min(pixcels): 	50																	
subject size - max(pixcels): 	2000																	
width(cm):	40																	
moving criterion(cm/sec): 	3.0																	
erode 	ON																	
No of erode: 	1																	
dilate 	ON																	
No of dilate: 	1																	
Auto Start	OFF																	
Center Region %	36																	
Backgound Color:	White																	
Angle Margin(degree):	30																	
Reset distance(cm):	80																	
Reset immobility: time(sec)	5																	
ROI radius(cm):	5																	
Referece File:	20151226SD																	
ROI File:	20150721ROI3																	
parameterÅ@File:	20151227_2m30sSD																	
CDÅ@Writing 	CD Writing OFF																	
Slice	X	Y	AREA	Distance	Immobile(0 or1)	Block No	Center(0 or 1)	Rearing(0 or 1)	No Particle	EpisodeNo.	Immobile Time(s)	Distance	TurnType	alpha	how finished	SubROI1	SubROI2	SubROI3
1	6	93	596	0.00	1	11	0	0	 	0	0.00	0.00	 	0	 	0	0	0
2	7	74	563	3.37	0	6	0	0	 	1	0.00	3.37		0	 	1	0	0
3	7	67	631	1.16	1	6	0	0	 	1	0.50	4.53	straight	180	 	1	0	0
4	7	44	520	3.96	0	6	0	0	 	1	0.00	8.48	straight	180	 	1	0	0
5	10	42	633	0.65	1	1	0	0	 	1	0.50	9.14	obtuse right	122	 	1	0	0
6	31	21	747	5.24	0	1	0	0	 	1	0.00	14.38	straight	167	 	1	0	0
7	33	20	733	0.44	1	1	0	0	 	1	0.50	14.82	d<1	-1	 	1	0	0
8	42	26	754	1.93	0	1	0	0	 	1	0.00	16.75	obtuse right	123	 	1	0	0
9	44	27	713	0.42	1	1	0	0	 	1	0.50	17.17	d<1	-1	 	1	0	0
10	45	27	717	0.09	1	1	0	0	 	1	1.00	17.27	d<1	-1	 	1	0	0
11	51	29	747	1.09	1	2	0	0	 	1	1.50	18.36	obtuse right	144	 	1	0	0
12	51	29	763	0.12	1	2	0	0	 	1	2.00	18.48	d<1	-1	 	1	0	0
13	51	28	778	0.22	1	2	0	0	 	1	2.50	18.70	d<1	-1	 	1	0	0
14	51	27	841	0.14	1	2	0	0	 	1	3.00	18.84	d<1	-1	 	1	0	0
15	52	24	836	0.56	1	2	0	0	 	1	3.50	19.40	straight	174	 	1	0	0
16	51	24	823	0.04	1	2	0	0	 	1	4.00	19.44	d<1	-1	 	1	0	0
17	51	25	829	0.07	1	2	0	0	 	1	4.50	19.51	d<1	-1	 	1	0	0
18	50	25	824	0.10	1	2	0	0	 	1	5.00	19.61	d<1	-1	I	1	0	0
